Name,Move,Move_points
Pidgeot,air-cutter,60
Pidgeot,aerial-ace,60
Pidgeot,roost,
Pidgeot,natural-gift,
Pidgeot,pluck,60
Pidgeot,tailwind,
Pidgeot,u-turn,70
Pidgeot,air-slash,75
Pidgeot,giga-impact,150
Pidgeot,defog,
Pidgeot,captivate,
Pidgeot,ominous-wind,60
Pidgeot,round,60
Pidgeot,work-up,
Pidgeot,hurricane,110
Pidgeot,confide,
Rattata,cut,50
Rattata,headbutt,70
Rattata,tackle,40
Rattata,body-slam,85
Rattata,take-down,90
Rattata,double-edge,120
Rattata,tail-whip,
Rattata,bite,60
Rattata,water-gun,40
Rattata,ice-beam,90
Rattata,blizzard,110
Rattata,bubble-beam,65
Rattata,counter,
Rattata,thunderbolt,90
Rattata,thunder-wave,
Rattata,thunder,110
Rattata,dig,80
Rattata,toxic,
Rattata,quick-attack,40
Rattata,rage,20
Rattata,mimic,
Rattata,screech,
Rattata,double-team,
Rattata,defense-curl,
Rattata,focus-energy,
Rattata,bide,
Rattata,swift,60
Rattata,skull-bash,130
Rattata,fury-swipes,18
Rattata,rest,
Rattata,hyper-fang,80
Rattata,super-fang,
Rattata,substitute,
Rattata,thief,60
Rattata,flame-wheel,60
Rattata,snore,50
Rattata,curse,
Rattata,reversal,
Rattata,protect,
Rattata,mud-slap,20
Rattata,icy-wind,55
Rattata,endure,
Rattata,swagger,
Rattata,attract,
Rattata,sleep-talk,
Rattata,return,
Rattata,frustration,
Rattata,pursuit,40
Rattata,iron-tail,100
Rattata,hidden-power,60
Rattata,rain-dance,
Rattata,sunny-day,
Rattata,crunch,80
Rattata,shadow-ball,80
Rattata,rock-smash,40
Rattata,uproar,90
Rattata,facade,70
Rattata,taunt,
Rattata,revenge,60
Rattata,endeavor,
Rattata,secret-power,70
Rattata,covet,60
Rattata,shock-wave,60
Rattata,natural-gift,
Rattata,pluck,60
Rattata,u-turn,70
Rattata,assurance,60
Rattata,me-first,
Rattata,last-resort,140
Rattata,sucker-punch,70
Rattata,zen-headbutt,80
Rattata,captivate,
Rattata,grass-knot,
Rattata,charge-beam,50
Rattata,round,60
Rattata,retaliate,70
Rattata,final-gambit,
Rattata,work-up,
Rattata,wild-charge,90
Rattata,confide,
Raticate,swords-dance,
Raticate,cut,50
Raticate,headbutt,70
Raticate,tackle,40
Raticate,body-slam,85
Raticate,take-down,90
Raticate,double-edge,120
Raticate,tail-whip,
Raticate,bite,60
Raticate,roar,
Raticate,water-gun,40
Raticate,ice-beam,90
Raticate,blizzard,110
Raticate,bubble-beam,65
Raticate,hyper-beam,150
Raticate,counter,
Raticate,strength,80
Raticate,thunderbolt,90
Raticate,thunder-wave,
Raticate,thunder,110
Raticate,dig,80
Raticate,toxic,
Raticate,quick-attack,40
Raticate,rage,20
Raticate,mimic,
Raticate,double-team,
Raticate,defense-curl,
Raticate,focus-energy,
Raticate,bide,
Raticate,swift,60
Raticate,skull-bash,130
Raticate,rest,
Raticate,hyper-fang,80
Raticate,super-fang,
Raticate,substitute,
Raticate,thief,60
Raticate,snore,50
Raticate,curse,
Raticate,protect,
Raticate,scary-face,
Raticate,mud-slap,20
Raticate,icy-wind,55
Raticate,endure,
Raticate,swagger,
Raticate,attract,
Raticate,sleep-talk,
Raticate,return,
Raticate,frustration,
Raticate,pursuit,40
Raticate,iron-tail,100
Raticate,hidden-power,60
Raticate,rain-dance,
Raticate,sunny-day,
Raticate,crunch,80
Raticate,shadow-ball,80
Raticate,rock-smash,40
Raticate,uproar,90
Raticate,facade,70
Raticate,taunt,
Raticate,endeavor,
Raticate,secret-power,70
Raticate,covet,60
Raticate,shock-wave,60
Raticate,natural-gift,
Raticate,pluck,60
Raticate,u-turn,70
Raticate,assurance,60
Raticate,last-resort,140
Raticate,sucker-punch,70
Raticate,giga-impact,150
Raticate,zen-headbutt,80
Raticate,captivate,
Raticate,grass-knot,
Raticate,charge-beam,50
Raticate,round,60
Raticate,retaliate,70
Raticate,work-up,
Raticate,wild-charge,90
Raticate,confide,
Spearow,razor-wind,80
Spearow,whirlwind,
Spearow,fly,90
Spearow,fury-attack,15
Spearow,take-down,90
Spearow,double-edge,120
Spearow,leer,
Spearow,growl,
Spearow,peck,35
Spearow,drill-peck,80
Spearow,toxic,
Spearow,agility,
Spearow,quick-attack,40
Spearow,rage,20
Spearow,mimic,
Spearow,double-team,
Spearow,focus-energy,
Spearow,bide,
Spearow,mirror-move,
Spearow,swift,60
Spearow,sky-attack,140
Spearow,rest,
Spearow,tri-attack,80
Spearow,substitute,
Spearow,thief,60
Spearow,snore,50
Spearow,curse,
Spearow,protect,
Spearow,scary-face,
Spearow,feint-attack,60
Spearow,mud-slap,20
Spearow,detect,
Spearow,endure,
Spearow,false-swipe,40
Spearow,swagger,
Spearow,steel-wing,70
Spearow,attract,
Spearow,sleep-talk,
Spearow,return,
Spearow,frustration,
Spearow,pursuit,40
Spearow,hidden-power,60
Spearow,twister,40
Spearow,rain-dance,
Spearow,sunny-day,
Spearow,uproar,90
Spearow,heat-wave,95
Spearow,facade,70
Spearow,secret-power,70
Spearow,feather-dance,
Spearow,astonish,30
Spearow,air-cutter,60
Spearow,aerial-ace,60
Spearow,roost,
Spearow,natural-gift,
Spearow,pluck,60
Spearow,tailwind,
Spearow,u-turn,70
Spearow,assurance,60
Spearow,defog,
Spearow,captivate,
Spearow,ominous-wind,60
Spearow,round,60
Spearow,echoed-voice,40
Spearow,work-up,
Spearow,drill-run,80
Spearow,confide,
Fearow,razor-wind,80
Fearow,whirlwind,
Fearow,fly,90
Fearow,fury-attack,15
Fearow,take-down,90
Fearow,double-edge,120
Fearow,leer,
Fearow,growl,
Fearow,hyper-beam,150
Fearow,peck,35
Fearow,drill-peck,80
Fearow,toxic,
Fearow,agility,
Fearow,rage,20
Fearow,mimic,
Fearow,double-team,
Fearow,focus-energy,
Fearow,bide,
Fearow,mirror-move,
Fearow,swift,60
Fearow,sky-attack,140
Fearow,rest,
Fearow,substitute,
Fearow,thief,60
Fearow,snore,50
Fearow,curse,
Fearow,protect,
Fearow,mud-slap,20
Fearow,detect,
Fearow,endure,
Fearow,false-swipe,40
Fearow,swagger,
Fearow,steel-wing,70
Fearow,attract,
Fearow,sleep-talk,
Fearow,return,
Fearow,frustration,
Fearow,pursuit,40
Fearow,hidden-power,60
Fearow,twister,40
Fearow,rain-dance,
Fearow,sunny-day,
Fearow,uproar,90
Fearow,heat-wave,95
Fearow,facade,70
Fearow,secret-power,70
Fearow,air-cutter,60
Fearow,aerial-ace,60
Fearow,roost,
Fearow,natural-gift,
Fearow,pluck,60
Fearow,tailwind,
Fearow,u-turn,70
Fearow,assurance,60
Fearow,giga-impact,150
Fearow,defog,
Fearow,captivate,
Fearow,ominous-wind,60
Fearow,round,60
Fearow,echoed-voice,40
Fearow,work-up,
Fearow,drill-run,80
Fearow,confide,
Ekans,bind,15
Ekans,slam,80
Ekans,headbutt,70
Ekans,body-slam,85
Ekans,wrap,15
Ekans,take-down,90
Ekans,double-edge,120
Ekans,poison-sting,15
Ekans,leer,
Ekans,bite,60
Ekans,disable,
Ekans,acid,40
Ekans,strength,80
Ekans,mega-drain,40
Ekans,earthquake,100
Ekans,fissure,
Ekans,dig,80
Ekans,toxic,
Ekans,rage,20
Ekans,mimic,
Ekans,screech,
Ekans,double-team,
Ekans,haze,
Ekans,bide,
Ekans,skull-bash,130
Ekans,glare,
Ekans,rest,
Ekans,rock-slide,75
Ekans,substitute,
Ekans,thief,60
Ekans,snore,50
Ekans,curse,
Ekans,spite,
Ekans,protect,
Ekans,scary-face,
Ekans,sludge-bomb,90
Ekans,giga-drain,75
Ekans,endure,
Ekans,swagger,
Ekans,attract,
Ekans,sleep-talk,
Ekans,return,
Ekans,frustration,
Ekans,pursuit,40
Ekans,iron-tail,100
Ekans,hidden-power,60
Ekans,rain-dance,
Ekans,sunny-day,
Ekans,crunch,80
Ekans,beat-up,
Ekans,stockpile,
Ekans,spit-up,
Ekans,swallow,
Ekans,torment,
Ekans,facade,70
Ekans,snatch,
Ekans,secret-power,70
Ekans,poison-fang,50
Ekans,rock-tomb,60
Ekans,poison-tail,50
Ekans,natural-gift,
Ekans,payback,50
Ekans,gastro-acid,
Ekans,sucker-punch,70
Ekans,poison-jab,80
Ekans,dark-pulse,80
Ekans,aqua-tail,90
Ekans,seed-bomb,80
Ekans,switcheroo,
Ekans,mud-bomb,65
Ekans,gunk-shot,120
Ekans,captivate,
Ekans,venoshock,65
Ekans,sludge-wave,95
Ekans,coil,
Ekans,acid-spray,40
Ekans,round,60
Ekans,bulldoze,60
Ekans,belch,120
Ekans,confide,
Ekans,infestation,20
Ekans,brutal-swing,60
Arbok,bind,15
Arbok,headbutt,70
Arbok,body-slam,85
Arbok,wrap,15
Arbok,take-down,90
Arbok,double-edge,120
Arbok,poison-sting,15
Arbok,leer,
Arbok,bite,60
Arbok,acid,40
Arbok,hyper-beam,150
Arbok,strength,80
Arbok,mega-drain,40
Arbok,earthquake,100
Arbok,fissure,
Arbok,dig,80
Arbok,toxic,
Arbok,rage,20
Arbok,mimic,
Arbok,screech,
Arbok,double-team,
Arbok,haze,
Arbok,bide,
Arbok,skull-bash,130
Arbok,glare,
Arbok,rest,
Arbok,rock-slide,75
Arbok,substitute,
Arbok,thief,60
Arbok,snore,50
Arbok,curse,
Arbok,spite,
Arbok,protect,
Arbok,sludge-bomb,90
Arbok,giga-drain,75
Arbok,endure,
Arbok,swagger,
Arbok,attract,
Arbok,sleep-talk,
Arbok,return,
Arbok,frustration,
Arbok,iron-tail,100
Arbok,hidden-power,60
Arbok,rain-dance,
Arbok,sunny-day,
Arbok,crunch,80
Arbok,stockpile,
Arbok,spit-up,
Arbok,swallow,
Arbok,torment,
Arbok,facade,70
Arbok,snatch,
Arbok,secret-power,70
Arbok,rock-tomb,60
Arbok,natural-gift,
Arbok,payback,50
Arbok,gastro-acid,
Arbok,poison-jab,80
Arbok,dark-pulse,80
Arbok,aqua-tail,90
Arbok,seed-bomb,80
Arbok,giga-impact,150
Arbok,thunder-fang,65
Arbok,ice-fang,65
Arbok,fire-fang,65
Arbok,mud-bomb,65
Arbok,gunk-shot,120
Arbok,captivate,
Arbok,venoshock,65
Arbok,sludge-wave,95
Arbok,coil,
Arbok,acid-spray,40
Arbok,round,60
Arbok,bulldoze,60
Arbok,dragon-tail,60
Arbok,belch,120
Arbok,confide,
Arbok,infestation,20
Arbok,brutal-swing,60
Pikachu,mega-punch,80
Pikachu,pay-day,40
Pikachu,thunder-punch,75
Pikachu,slam,80
Pikachu,mega-kick,120
Pikachu,headbutt,70
Pikachu,body-slam,85
Pikachu,take-down,90
Pikachu,double-edge,120
Pikachu,tail-whip,
Pikachu,growl,
Pikachu,surf,90
Pikachu,submission,80
Pikachu,counter,
Pikachu,seismic-toss,
Pikachu,strength,80
Pikachu,thunder-shock,40
Pikachu,thunderbolt,90
Pikachu,thunder-wave,
Pikachu,thunder,110
Pikachu,dig,80
Pikachu,toxic,
Pikachu,agility,
Pikachu,quick-attack,40
Pikachu,rage,20
Pikachu,mimic,
Pikachu,double-team,
Pikachu,defense-curl,
Pikachu,light-screen,
Pikachu,reflect,
Pikachu,bide,
Pikachu,swift,60
Pikachu,skull-bash,130
Pikachu,flash,
Pikachu,rest,
Pikachu,substitute,
Pikachu,snore,50
Pikachu,curse,
Pikachu,protect,
Pikachu,mud-slap,20
Pikachu,zap-cannon,120
Pikachu,detect,
Pikachu,endure,
Pikachu,rollout,30
Pikachu,swagger,
Pikachu,spark,65
Pikachu,attract,
Pikachu,sleep-talk,
Pikachu,return,
Pikachu,frustration,
Pikachu,dynamic-punch,100
Pikachu,iron-tail,100
Pikachu,hidden-power,60
Pikachu,rain-dance,
Pikachu,rock-smash,40
Pikachu,facade,70
Pikachu,focus-punch,150
Pikachu,helping-hand,
Pikachu,brick-break,75
Pikachu,knock-off,65
Pikachu,secret-power,70
Pikachu,signal-beam,75
Pikachu,covet,60
Pikachu,shock-wave,60
Pikachu,natural-gift,
Pikachu,feint,30
Pikachu,fling,
Pikachu,magnet-rise,
Pikachu,discharge,80
Pikachu,captivate,
Pikachu,grass-knot,
Pikachu,charge-beam,50
Pikachu,electro-ball,
Pikachu,round,60
Pikachu,echoed-voice,40
Pikachu,volt-switch,70
Pikachu,electroweb,55
Pikachu,wild-charge,90
Pikachu,play-nice,
Pikachu,confide,
Pikachu,nuzzle,20
Raichu,mega-punch,80
Raichu,pay-day,40
Raichu,thunder-punch,75
Raichu,mega-kick,120
Raichu,headbutt,70
Raichu,body-slam,85
Raichu,take-down,90
Raichu,double-edge,120
Raichu,tail-whip,
Raichu,growl,
Raichu,hyper-beam,150
Raichu,submission,80
Raichu,counter,
Raichu,seismic-toss,
Raichu,strength,80
Raichu,thunder-shock,40
Raichu,thunderbolt,90
Raichu,thunder-wave,
Raichu,thunder,110
Raichu,dig,80
Raichu,toxic,
Raichu,quick-attack,40
Raichu,rage,20
Raichu,mimic,
Raichu,double-team,
Raichu,defense-curl,
Raichu,light-screen,
Raichu,reflect,
Raichu,bide,
Raichu,swift,60
Raichu,skull-bash,130
Raichu,flash,
Raichu,rest,
Raichu,substitute,
Raichu,thief,60
Raichu,snore,50
Raichu,curse,
Raichu,protect,
Raichu,mud-slap,20
Raichu,zap-cannon,120
Raichu,detect,
Raichu,endure,
Raichu,rollout,30
Raichu,swagger,
Raichu,attract,
Raichu,sleep-talk,
Raichu,return,
Raichu,frustration,
Raichu,dynamic-punch,100
Raichu,iron-tail,100
Raichu,hidden-power,60
Raichu,rain-dance,
Raichu,rock-smash,40
Raichu,facade,70
Raichu,focus-punch,150
Raichu,helping-hand,
Raichu,brick-break,75
Raichu,knock-off,65
Raichu,secret-power,70
Raichu,signal-beam,75
Raichu,covet,60
Raichu,shock-wave,60
Raichu,natural-gift,
Raichu,fling,
Raichu,magnet-rise,
Raichu,focus-blast,120
Raichu,giga-impact,150
Raichu,captivate,
Raichu,grass-knot,
Raichu,charge-beam,50
Raichu,round,60
Raichu,echoed-voice,40
Raichu,volt-switch,70
Raichu,electroweb,55
Raichu,wild-charge,90
Raichu,confide,
Sandshrew,scratch,40
Sandshrew,swords-dance,
Sandshrew,cut,50
Sandshrew,sand-attack,
Sandshrew,headbutt,70
Sandshrew,body-slam,85
Sandshrew,take-down,90
Sandshrew,double-edge,120
Sandshrew,poison-sting,15
Sandshrew,submission,80
Sandshrew,counter,
Sandshrew,seismic-toss,
Sandshrew,strength,80
Sandshrew,earthquake,100
Sandshrew,fissure,
Sandshrew,dig,80
Sandshrew,toxic,
Sandshrew,rage,20
Sandshrew,mimic,
Sandshrew,double-team,
Sandshrew,defense-curl,
Sandshrew,bide,
Sandshrew,swift,60
Sandshrew,skull-bash,130
Sandshrew,fury-swipes,18
Sandshrew,rest,
Sandshrew,rock-slide,75
Sandshrew,super-fang,
Sandshrew,slash,70
Sandshrew,substitute,
Sandshrew,thief,60
Sandshrew,snore,50
Sandshrew,curse,
Sandshrew,flail,
Sandshrew,protect,
Sandshrew,mud-slap,20
Sandshrew,detect,
Sandshrew,sandstorm,
Sandshrew,endure,
Sandshrew,rollout,30
Sandshrew,swagger,
Sandshrew,fury-cutter,40
Sandshrew,attract,
Sandshrew,sleep-talk,
Sandshrew,return,
Sandshrew,frustration,
Sandshrew,safeguard,
Sandshrew,magnitude,
Sandshrew,dynamic-punch,100
Sandshrew,rapid-spin,20
Sandshrew,iron-tail,100
Sandshrew,metal-claw,50
Sandshrew,hidden-power,60
Sandshrew,sunny-day,
Sandshrew,rock-smash,40
Sandshrew,facade,70
Sandshrew,focus-punch,150
Sandshrew,brick-break,75
Sandshrew,knock-off,65
Sandshrew,secret-power,70
Sandshrew,crush-claw,75
Sandshrew,rock-tomb,60
Sandshrew,sand-tomb,35
Sandshrew,aerial-ace,60
Sandshrew,mud-shot,55
Sandshrew,covet,60
Sandshrew,gyro-ball,
Sandshrew,natural-gift,
Sandshrew,fling,
Sandshrew,poison-jab,80
Sandshrew,night-slash,70
Sandshrew,x-scissor,80
Sandshrew,earth-power,90
Sandshrew,shadow-claw,70
Sandshrew,rock-climb,90
Sandshrew,captivate,
Sandshrew,stealth-rock,
Sandshrew,hone-claws,
Sandshrew,round,60
Sandshrew,chip-away,70
Sandshrew,bulldoze,60
Sandshrew,rototiller,
Sandshrew,confide,
Sandslash,scratch,40
Sandslash,swords-dance,
Sandslash,cut,50
Sandslash,sand-attack,
Sandslash,headbutt,70
Sandslash,body-slam,85
Sandslash,take-down,90
Sandslash,double-edge,120
Sandslash,poison-sting,15
Sandslash,hyper-beam,150
Sandslash,submission,80
Sandslash,counter,
Sandslash,seismic-toss,
Sandslash,strength,80
Sandslash,earthquake,100
Sandslash,fissure,
Sandslash,dig,80
Sandslash,toxic,
Sandslash,rage,20
Sandslash,mimic,
Sandslash,double-team,
Sandslash,defense-curl,
Sandslash,bide,
Sandslash,swift,60
Sandslash,skull-bash,130
Sandslash,fury-swipes,18
Sandslash,rest,
Sandslash,rock-slide,75
Sandslash,super-fang,
Sandslash,slash,70
Sandslash,substitute,
Sandslash,thief,60
Sandslash,snore,50
Sandslash,curse,
Sandslash,protect,
Sandslash,mud-slap,20
Sandslash,detect,
Sandslash,sandstorm,
Sandslash,endure,
Sandslash,rollout,30
Sandslash,swagger,
Sandslash,fury-cutter,40
Sandslash,attract,
Sandslash,sleep-talk,
Sandslash,return,
Sandslash,frustration,
Sandslash,safeguard,
Sandslash,magnitude,
Sandslash,dynamic-punch,100
Sandslash,rapid-spin,20
Sandslash,iron-tail,100
Sandslash,hidden-power,60
Sandslash,sunny-day,
Sandslash,rock-smash,40
Sandslash,facade,70
Sandslash,focus-punch,150
Sandslash,brick-break,75
Sandslash,knock-off,65
Sandslash,secret-power,70
Sandslash,crush-claw,75
Sandslash,rock-tomb,60
Sandslash,sand-tomb,35
Sandslash,aerial-ace,60
Sandslash,covet,60
Sandslash,gyro-ball,
Sandslash,natural-gift,
Sandslash,fling,
Sandslash,poison-jab,80
Sandslash,x-scissor,80
Sandslash,focus-blast,120
Sandslash,earth-power,90
Sandslash,giga-impact,150
Sandslash,shadow-claw,70
Sandslash,rock-climb,90
Sandslash,stone-edge,100
Sandslash,captivate,
Sandslash,stealth-rock,
Sandslash,hone-claws,
Sandslash,round,60
Sandslash,bulldoze,60
Sandslash,confide,
Nidorina,scratch,40
Nidorina,cut,50
Nidorina,double-kick,30
Nidorina,headbutt,70
Nidorina,horn-drill,
Nidorina,tackle,40
Nidorina,body-slam,85
Nidorina,take-down,90
Nidorina,double-edge,120
Nidorina,tail-whip,
Nidorina,poison-sting,15
Nidorina,bite,60
Nidorina,growl,
Nidorina,water-gun,40
Nidorina,ice-beam,90
Nidorina,blizzard,110
Nidorina,bubble-beam,65
Nidorina,counter,
Nidorina,strength,80
Nidorina,thunderbolt,90
Nidorina,thunder,110
Nidorina,dig,80
Nidorina,toxic,
Nidorina,rage,20
Nidorina,mimic,
Nidorina,double-team,
Nidorina,defense-curl,
Nidorina,reflect,
Nidorina,bide,
Nidorina,skull-bash,130
Nidorina,fury-swipes,18
Nidorina,rest,
Nidorina,super-fang,
Nidorina,substitute,
Nidorina,thief,60
Nidorina,snore,50
Nidorina,curse,
Nidorina,protect,
Nidorina,sludge-bomb,90
Nidorina,mud-slap,20
Nidorina,detect,
Nidorina,endure,
Nidorina,swagger,
Nidorina,attract,
Nidorina,sleep-talk,
Nidorina,return,
Nidorina,frustration,
Nidorina,iron-tail,100
Nidorina,hidden-power,60
Nidorina,rain-dance,
Nidorina,sunny-day,
Nidorina,crunch,80
Nidorina,rock-smash,40
Nidorina,flatter,
Nidorina,facade,70
Nidorina,helping-hand,
Nidorina,secret-power,70
Nidorina,poison-fang,50
Nidorina,aerial-ace,60
Nidorina,shock-wave,60
Nidorina,water-pulse,60
Nidorina,natural-gift,
Nidorina,toxic-spikes,
Nidorina,poison-jab,80
Nidorina,shadow-claw,70
Nidorina,captivate,
Nidorina,hone-claws,
Nidorina,venoshock,65
Nidorina,round,60
Nidorina,echoed-voice,40
Nidorina,confide,
Nidoqueen,mega-punch,80
Nidoqueen,pay-day,40
Nidoqueen,fire-punch,75
Nidoqueen,ice-punch,75
Nidoqueen,thunder-punch,75
Nidoqueen,scratch,40
Nidoqueen,cut,50
Nidoqueen,double-kick,30
Nidoqueen,mega-kick,120
Nidoqueen,headbutt,70
Nidoqueen,horn-drill,
Nidoqueen,tackle,40
Nidoqueen,body-slam,85
Nidoqueen,take-down,90
Nidoqueen,double-edge,120
Nidoqueen,tail-whip,
Nidoqueen,poison-sting,15
Nidoqueen,roar,
Nidoqueen,flamethrower,90
Nidoqueen,water-gun,40
Nidoqueen,surf,90
Nidoqueen,ice-beam,90
Nidoqueen,blizzard,110
Nidoqueen,bubble-beam,65
Nidoqueen,hyper-beam,150
Nidoqueen,submission,80
Nidoqueen,counter,
Nidoqueen,seismic-toss,
Nidoqueen,strength,80
Nidoqueen,thunderbolt,90
Nidoqueen,thunder,110
Nidoqueen,earthquake,100
Nidoqueen,fissure,
Nidoqueen,dig,80
Nidoqueen,toxic,
Nidoqueen,rage,20
Nidoqueen,mimic,
Nidoqueen,double-team,
Nidoqueen,defense-curl,
Nidoqueen,reflect,
Nidoqueen,bide,
Nidoqueen,fire-blast,110
Nidoqueen,skull-bash,130
Nidoqueen,rest,
Nidoqueen,rock-slide,75
Nidoqueen,super-fang,
Nidoqueen,substitute,
Nidoqueen,thief,60
Nidoqueen,snore,50
Nidoqueen,curse,
Nidoqueen,protect,
Nidoqueen,sludge-bomb,90
Nidoqueen,mud-slap,20
Nidoqueen,icy-wind,55
Nidoqueen,detect,
Nidoqueen,outrage,120
Nidoqueen,sandstorm,
Nidoqueen,endure,
Nidoqueen,swagger,
Nidoqueen,fury-cutter,40
Nidoqueen,attract,
Nidoqueen,sleep-talk,
Nidoqueen,return,
Nidoqueen,frustration,
Nidoqueen,dynamic-punch,100
Nidoqueen,iron-tail,100
Nidoqueen,hidden-power,60
Nidoqueen,rain-dance,
Nidoqueen,sunny-day,
Nidoqueen,shadow-ball,80
Nidoqueen,rock-smash,40
Nidoqueen,whirlpool,35
Nidoqueen,uproar,90
Nidoqueen,torment,
Nidoqueen,facade,70
Nidoqueen,focus-punch,150
Nidoqueen,taunt,
Nidoqueen,helping-hand,
Nidoqueen,superpower,120
Nidoqueen,brick-break,75
Nidoqueen,secret-power,70
Nidoqueen,rock-tomb,60
Nidoqueen,aerial-ace,60
Nidoqueen,shock-wave,60
Nidoqueen,water-pulse,60
Nidoqueen,natural-gift,
Nidoqueen,fling,
Nidoqueen,poison-jab,80
Nidoqueen,aqua-tail,90
Nidoqueen,dragon-pulse,85
Nidoqueen,focus-blast,120
Nidoqueen,earth-power,90
Nidoqueen,giga-impact,150
Nidoqueen,avalanche,60
Nidoqueen,shadow-claw,70
Nidoqueen,rock-climb,90
Nidoqueen,stone-edge,100
Nidoqueen,captivate,
Nidoqueen,stealth-rock,
Nidoqueen,hone-claws,
Nidoqueen,venoshock,65
Nidoqueen,smack-down,50
Nidoqueen,sludge-wave,95
Nidoqueen,round,60
Nidoqueen,echoed-voice,40
Nidoqueen,chip-away,70
Nidoqueen,incinerate,60
Nidoqueen,quash,
Nidoqueen,bulldoze,60
Nidoqueen,dragon-tail,60
Nidoqueen,drill-run,80
Nidoqueen,confide,
Nidoqueen,power-up-punch,40
Nidorino,cut,50
Nidorino,double-kick,30
Nidorino,headbutt,70
Nidorino,horn-attack,65
Nidorino,fury-attack,15
Nidorino,horn-drill,
Nidorino,tackle,40
Nidorino,body-slam,85
Nidorino,take-down,90
Nidorino,double-edge,120
Nidorino,poison-sting,15
Nidorino,leer,
Nidorino,water-gun,40
Nidorino,ice-beam,90
Nidorino,blizzard,110
Nidorino,bubble-beam,65
Nidorino,peck,35
Nidorino,counter,
Nidorino,strength,80
Nidorino,thunderbolt,90
Nidorino,thunder,110
Nidorino,dig,80
Nidorino,toxic,
Nidorino,rage,20
Nidorino,mimic,
Nidorino,double-team,
Nidorino,defense-curl,
Nidorino,reflect,
Nidorino,focus-energy,
Nidorino,bide,
Nidorino,skull-bash,130
Nidorino,rest,
Nidorino,super-fang,
Nidorino,substitute,
Nidorino,thief,60
Nidorino,snore,50
Nidorino,curse,
Nidorino,protect,
Nidorino,sludge-bomb,90
Nidorino,mud-slap,20
Nidorino,detect,
Nidorino,endure,
Nidorino,swagger,
Nidorino,attract,
Nidorino,sleep-talk,
Nidorino,return,
Nidorino,frustration,
Nidorino,iron-tail,100
Nidorino,hidden-power,60
Nidorino,rain-dance,
Nidorino,sunny-day,
Nidorino,rock-smash,40
Nidorino,flatter,
Nidorino,facade,70
Nidorino,helping-hand,
Nidorino,secret-power,70
Nidorino,shock-wave,60
Nidorino,water-pulse,60
Nidorino,natural-gift,
Nidorino,sucker-punch,70
Nidorino,toxic-spikes,
Nidorino,poison-jab,80
Nidorino,shadow-claw,70
Nidorino,captivate,
Nidorino,hone-claws,
Nidorino,venoshock,65
Nidorino,round,60
Nidorino,echoed-voice,40
Nidorino,drill-run,80
Nidorino,confide,
Nidorino,smart-strike,70
Nidoking,mega-punch,80
Nidoking,pay-day,40
Nidoking,fire-punch,75
Nidoking,ice-punch,75
Nidoking,thunder-punch,75
Nidoking,cut,50
Nidoking,double-kick,30
Nidoking,mega-kick,120
Nidoking,headbutt,70
Nidoking,horn-attack,65
Nidoking,horn-drill,
Nidoking,tackle,40
Nidoking,body-slam,85
Nidoking,take-down,90
Nidoking,thrash,120
Nidoking,double-edge,120
Nidoking,poison-sting,15
Nidoking,roar,
Nidoking,flamethrower,90
Nidoking,water-gun,40
Nidoking,surf,90
Nidoking,ice-beam,90
Nidoking,blizzard,110
Nidoking,bubble-beam,65
Nidoking,hyper-beam,150
Nidoking,peck,35
Nidoking,submission,80
Nidoking,counter,
Nidoking,seismic-toss,
